Plot,Side,Quadrat,Cohort,Rotation,Block,Herbicide,Corn_weed_management,Crop,Crop_ID,Total,Female,Male,Unknown,ID,Year,Number_begin,Total_sexed
29,E,5,3,4-year,2,low,low,oat,O4,13,7,6,0,29_E_5_3,2019,26,13
29,E,5,2,4-year,2,low,low,oat,O4,6,1,5,0,29_E_5_2,2019,47,6
29,E,5,1,4-year,2,low,low,oat,O4,7,6,1,0,29_E_5_1,2019,69,7
29,E,6,2,4-year,2,low,low,oat,O4,2,1,1,0,29_E_6_2,2019,77,2
29,E,6,5,4-year,2,low,low,oat,O4,1,1,0,0,29_E_6_5,2019,3,1
29,E,6,1,4-year,2,low,low,oat,O4,15,10,5,0,29_E_6_1,2019,42,15
29,E,7,3,4-year,2,low,low,oat,O4,2,1,1,0,29_E_7_3,2019,23,2
29,E,7,2,4-year,2,low,low,oat,O4,12,5,7,0,29_E_7_2,2019,39,12
29,E,7,5,4-year,2,low,low,oat,O4,1,1,0,0,29_E_7_5,2019,3,1
29,E,7,1,4-year,2,low,low,oat,O4,16,8,8,0,29_E_7_1,2019,25,16
29,E,8,2,4-year,2,low,low,oat,O4,5,5,0,0,29_E_8_2,2019,52,5
29,E,8,5,4-year,2,low,low,oat,O4,4,0,4,0,29_E_8_5,2019,4,4
29,W,1,3,4-year,2,conv,conv,oat,O4,1,0,1,0,29_W_1_3,2019,24,1
29,W,4,3,4-year,2,conv,conv,oat,O4,1,0,1,0,29_W_4_3,2019,9,1
29,W,4,2,4-year,2,conv,conv,oat,O4,2,2,0,0,29_W_4_2,2019,82,2
29,W,4,4,4-year,2,conv,conv,oat,O4,1,1,0,0,29_W_4_4,2019,11,1
29,W,4,1,4-year,2,conv,conv,oat,O4,16,10,6,0,29_W_4_1,2019,137,16
29,W,5,3,4-year,2,conv,conv,oat,O4,11,8,3,0,29_W_5_3,2019,13,11
29,W,5,1,4-year,2,conv,conv,oat,O4,22,13,9,0,29_W_5_1,2019,158,22
29,W,5,2,4-year,2,conv,conv,oat,O4,20,15,5,0,29_W_5_2,2019,95,20
29,W,5,5,4-year,2,conv,conv,oat,O4,1,1,0,0,29_W_5_5,2019,3,1
29,W,5,4,4-year,2,conv,conv,oat,O4,5,5,0,0,29_W_5_4,2019,6,5
29,W,6,3,4-year,2,conv,conv,oat,O4,2,2,0,0,29_W_6_3,2019,28,2
29,W,6,5,4-year,2,conv,conv,oat,O4,1,0,1,0,29_W_6_5,2019,3,1
29,W,7,3,4-year,2,conv,conv,oat,O4,3,3,0,0,29_W_7_3,2019,9,3
29,W,7,1,4-year,2,conv,conv,oat,O4,11,9,2,0,29_W_7_1,2019,229,11
29,W,7,2,4-year,2,conv,conv,oat,O4,3,0,3,0,29_W_7_2,2019,109,3
29,W,7,5,4-year,2,conv,conv,oat,O4,1,1,0,0,29_W_7_5,2019,1,1
29,W,7,4,4-year,2,conv,conv,oat,O4,3,2,1,0,29_W_7_4,2019,15,3
29,W,8,3,4-year,2,conv,conv,oat,O4,2,2,0,0,29_W_8_3,2019,7,2
29,W,8,1,4-year,2,conv,conv,oat,O4,9,5,4,0,29_W_8_1,2019,69,9
29,W,8,2,4-year,2,conv,conv,oat,O4,1,1,0,0,29_W_8_2,2019,35,1
29,W,8,4,4-year,2,conv,conv,oat,O4,3,3,0,0,29_W_8_4,2019,6,3
31,E,1,2,4-year,3,low,low,corn,C4,2,0,2,0,31_E_1_2,2019,4,2
31,E,3,4,4-year,3,low,low,corn,C4,1,1,0,0,31_E_3_4,2019,1,1
31,E,5,3,4-year,3,low,low,corn,C4,1,0,0,1,31_E_5_3,2019,1,0
31,W,2,1,4-year,3,conv,conv,corn,C4,1,1,0,0,31_W_2_1,2019,1,1
31,W,2,3,4-year,3,conv,conv,corn,C4,1,0,0,1,31_W_2_3,2019,2,0
31,W,3,4,4-year,3,conv,conv,corn,C4,1,1,0,0,31_W_3_4,2019,2,1
32,E,1,3,4-year,3,conv,conv,oat,O4,2,1,0,1,32_E_1_3,2019,7,1
32,E,1,1,4-year,3,conv,conv,oat,O4,4,1,3,0,32_E_1_1,2019,50,4
32,E,2,3,4-year,3,conv,conv,oat,O4,1,1,0,0,32_E_2_3,2019,10,1
32,E,2,1,4-year,3,conv,conv,oat,O4,1,1,0,0,32_E_2_1,2019,28,1
32,E,3,3,4-year,3,conv,conv,oat,O4,4,1,3,0,32_E_3_3,2019,7,4
32,E,3,2,4-year,3,conv,conv,oat,O4,4,0,2,2,32_E_3_2,2019,14,2
32,E,3,1,4-year,3,conv,conv,oat,O4,2,1,1,0,32_E_3_1,2019,3,2
32,E,4,3,4-year,3,conv,conv,oat,O4,1,1,0,0,32_E_4_3,2019,9,1
32,E,4,1,4-year,3,conv,conv,oat,O4,8,6,2,0,32_E_4_1,2019,31,8
32,E,4,5,4-year,3,conv,conv,oat,O4,1,0,1,0,32_E_4_5,2019,1,1
32,E,5,2,4-year,3,conv,conv,oat,O4,8,5,3,0,32_E_5_2,2019,36,8
32,E,5,1,4-year,3,conv,conv,oat,O4,7,5,2,0,32_E_5_1,2019,9,7
32,E,6,6,4-year,3,conv,conv,oat,O4,2,2,0,0,32_E_6_6,2019,2,2
32,E,6,4,4-year,3,conv,conv,oat,O4,1,1,0,0,32_E_6_4,2019,8,1
32,E,6,1,4-year,3,conv,conv,oat,O4,8,5,3,0,32_E_6_1,2019,10,8
32,E,6,2,4-year,3,conv,conv,oat,O4,6,5,1,0,32_E_6_2,2019,54,6
32,E,7,4,4-year,3,conv,conv,oat,O4,4,4,0,0,32_E_7_4,2019,13,4
32,E,7,2,4-year,3,conv,conv,oat,O4,11,4,7,0,32_E_7_2,2019,72,11
32,E,7,1,4-year,3,conv,conv,oat,O4,22,10,12,0,32_E_7_1,2019,50,22
32,E,8,4,4-year,3,conv,conv,oat,O4,12,0,2,10,32_E_8_4,2019,18,2
32,E,8,3,4-year,3,conv,conv,oat,O4,14,8,6,0,32_E_8_3,2019,39,14
32,E,8,1,4-year,3,conv,conv,oat,O4,8,6,2,0,32_E_8_1,2019,188,8
32,W,2,1,4-year,3,low,low,oat,O4,2,0,2,0,32_W_2_1,2019,25,2
32,W,3,3,4-year,3,low,low,oat,O4,7,2,5,0,32_W_3_3,2019,33,7
32,W,3,2,4-year,3,low,low,oat,O4,5,4,1,0,32_W_3_2,2019,52,5
32,W,3,1,4-year,3,low,low,oat,O4,2,2,0,0,32_W_3_1,2019,25,2
32,W,4,3,4-year,3,low,low,oat,O4,3,1,2,0,32_W_4_3,2019,16,3
32,W,4,2,4-year,3,low,low,oat,O4,1,1,0,0,32_W_4_2,2019,20,1
32,W,4,1,4-year,3,low,low,oat,O4,6,4,0,2,32_W_4_1,2019,21,4
32,W,5,3,4-year,3,low,low,oat,O4,5,3,2,0,32_W_5_3,2019,19,5
32,W,5,2,4-year,3,low,low,oat,O4,1,0,1,0,32_W_5_2,2019,67,1
32,W,5,1,4-year,3,low,low,oat,O4,1,1,0,0,32_W_5_1,2019,74,1
32,W,6,3,4-year,3,low,low,oat,O4,1,0,1,0,32_W_6_3,2019,19,1
32,W,6,1,4-year,3,low,low,oat,O4,5,0,5,0,32_W_6_1,2019,62,5
32,W,6,5,4-year,3,low,low,oat,O4,2,0,0,2,32_W_6_5,2019,2,0
32,W,7,3,4-year,3,low,low,oat,O4,3,0,3,0,32_W_7_3,2019,23,3
32,W,7,4,4-year,3,low,low,oat,O4,4,0,0,4,32_W_7_4,2019,14,0
32,W,7,5,4-year,3,low,low,oat,O4,1,1,0,0,32_W_7_5,2019,4,1
32,W,8,6,4-year,3,low,low,oat,O4,1,0,0,1,32_W_8_6,2019,1,0
32,W,8,2,4-year,3,low,low,oat,O4,6,3,3,0,32_W_8_2,2019,56,6
32,W,8,5,4-year,3,low,low,oat,O4,1,1,0,0,32_W_8_5,2019,2,1
33,E,1,2,3-year,3,conv,conv,corn,C3,11,0,2,9,33_E_1_2,2019,56,2
33,E,1,1,3-year,3,conv,conv,corn,C3,1,0,0,1,33_E_1_1,2019,18,0
33,E,2,4,3-year,3,conv,conv,corn,C3,3,0,0,3,33_E_2_4,2019,4,0
33,E,2,2,3-year,3,conv,conv,corn,C3,4,0,0,4,33_E_2_2,2019,34,0
33,E,2,1,3-year,3,conv,conv,corn,C3,5,0,4,1,33_E_2_1,2019,62,4
33,E,2,3,3-year,3,conv,conv,corn,C3,3,0,0,3,33_E_2_3,2019,13,0
33,E,3,6,3-year,3,conv,conv,corn,C3,1,0,0,1,33_E_3_6,2019,1,0
33,E,3,1,3-year,3,conv,conv,corn,C3,2,0,1,1,33_E_3_1,2019,8,1
33,E,4,2,3-year,3,conv,conv,corn,C3,2,0,0,2,33_E_4_2,2019,6,0
33,E,4,3,3-year,3,conv,conv,corn,C3,1,0,0,1,33_E_4_3,2019,1,0
33,E,5,2,3-year,3,conv,conv,corn,C3,3,0,1,2,33_E_5_2,2019,3,1
33,E,6,2,3-year,3,conv,conv,corn,C3,3,0,2,1,33_E_6_2,2019,4,2
33,E,7,4,3-year,3,conv,conv,corn,C3,1,0,0,1,33_E_7_4,2019,1,0
33,E,7,2,3-year,3,conv,conv,corn,C3,9,0,4,5,33_E_7_2,2019,54,4
33,E,7,1,3-year,3,conv,conv,corn,C3,1,0,1,0,33_E_7_1,2019,26,1
33,E,7,3,3-year,3,conv,conv,corn,C3,11,0,2,9,33_E_7_3,2019,18,2
33,E,8,4,3-year,3,conv,conv,corn,C3,1,0,0,1,33_E_8_4,2019,1,0
33,E,8,2,3-year,3,conv,conv,corn,C3,8,1,0,7,33_E_8_2,2019,43,1
33,E,8,3,3-year,3,conv,conv,corn,C3,12,0,4,8,33_E_8_3,2019,24,4
33,W,1,2,3-year,3,low,low,corn,C3,1,0,1,0,33_W_1_2,2019,4,1
33,W,1,1,3-year,3,low,low,corn,C3,1,0,1,0,33_W_1_1,2019,7,1
33,W,2,2,3-year,3,low,low,corn,C3,10,0,4,6,33_W_2_2,2019,40,4
33,W,2,1,3-year,3,low,low,corn,C3,5,4,1,0,33_W_2_1,2019,46,5
33,W,2,3,3-year,3,low,low,corn,C3,3,0,2,1,33_W_2_3,2019,10,2
33,W,3,6,3-year,3,low,low,corn,C3,1,0,0,1,33_W_3_6,2019,1,0
33,W,3,4,3-year,3,low,low,corn,C3,1,0,0,1,33_W_3_4,2019,1,0
33,W,3,1,3-year,3,low,low,corn,C3,1,1,0,0,33_W_3_1,2019,13,1
33,W,3,3,3-year,3,low,low,corn,C3,1,0,0,1,33_W_3_3,2019,1,0
33,W,6,1,3-year,3,low,low,corn,C3,1,0,0,1,33_W_6_1,2019,31,0
33,W,7,4,3-year,3,low,low,corn,C3,1,0,0,1,33_W_7_4,2019,2,0
33,W,8,3,3-year,3,low,low,corn,C3,2,0,0,2,33_W_8_3,2019,3,0
35,E,1,4,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_1_4,2019,3,0
35,E,1,1,2-year,3,conv,conv,corn,C2,4,2,2,0,35_E_1_1,2019,27,4
35,E,2,2,2-year,3,conv,conv,corn,C2,3,0,0,3,35_E_2_2,2019,28,0
35,E,2,4,2-year,3,conv,conv,corn,C2,2,0,0,2,35_E_2_4,2019,4,0
35,E,2,1,2-year,3,conv,conv,corn,C2,2,0,0,2,35_E_2_1,2019,36,0
35,E,2,5,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_2_5,2019,1,0
35,E,2,3,2-year,3,conv,conv,corn,C2,4,0,0,4,35_E_2_3,2019,10,0
35,E,3,2,2-year,3,conv,conv,corn,C2,3,0,0,3,35_E_3_2,2019,42,0
35,E,3,4,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_3_4,2019,1,0
35,E,3,3,2-year,3,conv,conv,corn,C2,4,0,0,4,35_E_3_3,2019,9,0
35,E,4,2,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_4_2,2019,60,0
35,E,4,1,2-year,3,conv,conv,corn,C2,1,1,0,0,35_E_4_1,2019,18,1
35,E,4,3,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_4_3,2019,5,0
35,E,5,2,2-year,3,conv,conv,corn,C2,7,1,0,6,35_E_5_2,2019,42,1
35,E,5,4,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_5_4,2019,3,0
35,E,5,1,2-year,3,conv,conv,corn,C2,3,1,2,0,35_E_5_1,2019,9,3
35,E,5,3,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_5_3,2019,7,0
35,E,6,2,2-year,3,conv,conv,corn,C2,15,0,2,13,35_E_6_2,2019,83,2
35,E,6,1,2-year,3,conv,conv,corn,C2,1,1,0,0,35_E_6_1,2019,25,1
35,E,6,3,2-year,3,conv,conv,corn,C2,2,0,0,2,35_E_6_3,2019,7,0
35,E,7,2,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_7_2,2019,13,0
35,E,7,3,2-year,3,conv,conv,corn,C2,1,0,0,1,35_E_7_3,2019,3,0
35,E,8,2,2-year,3,conv,conv,corn,C2,2,0,0,2,35_E_8_2,2019,135,0
35,E,8,3,2-year,3,conv,conv,corn,C2,3,0,0,3,35_E_8_3,2019,5,0
35,W,1,4,2-year,3,low,low,corn,C2,1,0,0,1,35_W_1_4,2019,2,0
35,W,1,2,2-year,3,low,low,corn,C2,1,0,1,0,35_W_1_2,2019,18,1
35,W,2,2,2-year,3,low,low,corn,C2,3,0,0,3,35_W_2_2,2019,17,0
35,W,3,2,2-year,3,low,low,corn,C2,1,0,0,1,35_W_3_2,2019,21,0
35,W,3,3,2-year,3,low,low,corn,C2,1,0,0,1,35_W_3_3,2019,2,0
35,W,5,1,2-year,3,low,low,corn,C2,1,1,0,0,35_W_5_1,2019,68,1
35,W,5,2,2-year,3,low,low,corn,C2,1,0,1,0,35_W_5_2,2019,10,1
35,W,5,3,2-year,3,low,low,corn,C2,2,0,1,1,35_W_5_3,2019,5,1
35,W,6,2,2-year,3,low,low,corn,C2,3,3,0,0,35_W_6_2,2019,30,3
35,W,6,3,2-year,3,low,low,corn,C2,1,0,0,1,35_W_6_3,2019,7,0
35,W,7,2,2-year,3,low,low,corn,C2,6,0,1,5,35_W_7_2,2019,17,1
35,W,7,3,2-year,3,low,low,corn,C2,1,0,0,1,35_W_7_3,2019,2,0
38,E,1,4,3-year,3,low,low,oat,O3,1,0,1,0,38_E_1_4,2019,2,1
38,E,1,1,3-year,3,low,low,oat,O3,1,1,0,0,38_E_1_1,2019,123,1
38,E,2,1,3-year,3,low,low,oat,O3,8,5,3,0,38_E_2_1,2019,75,8
38,E,5,1,3-year,3,low,low,oat,O3,3,3,0,0,38_E_5_1,2019,66,3
38,E,7,1,3-year,3,low,low,oat,O3,6,5,1,0,38_E_7_1,2019,150,6
38,E,8,1,3-year,3,low,low,oat,O3,7,7,0,0,38_E_8_1,2019,197,7
38,E,8,2,3-year,3,low,low,oat,O3,1,1,0,0,38_E_8_2,2019,19,1
38,E,8,3,3-year,3,low,low,oat,O3,3,2,1,0,38_E_8_3,2019,6,3
38,W,1,1,3-year,3,conv,conv,oat,O3,5,5,0,0,38_W_1_1,2019,304,5
38,W,1,5,3-year,3,conv,conv,oat,O3,1,1,0,0,38_W_1_5,2019,10,1
38,W,2,4,3-year,3,conv,conv,oat,O3,1,1,0,0,38_W_2_4,2019,4,1
38,W,2,1,3-year,3,conv,conv,oat,O3,5,3,2,0,38_W_2_1,2019,155,5
38,W,3,1,3-year,3,conv,conv,oat,O3,12,4,8,0,38_W_3_1,2019,119,12
38,W,3,2,3-year,3,conv,conv,oat,O3,1,0,1,0,38_W_3_2,2019,2,1
38,W,3,3,3-year,3,conv,conv,oat,O3,2,0,2,0,38_W_3_3,2019,10,2
38,W,4,1,3-year,3,conv,conv,oat,O3,5,3,2,0,38_W_4_1,2019,79,5
38,W,5,1,3-year,3,conv,conv,oat,O3,3,3,0,0,38_W_5_1,2019,12,3
38,W,6,1,3-year,3,conv,conv,oat,O3,2,0,2,0,38_W_6_1,2019,20,2
38,W,7,1,3-year,3,conv,conv,oat,O3,7,5,2,0,38_W_7_1,2019,305,7
38,W,8,4,3-year,3,conv,conv,oat,O3,1,0,1,0,38_W_8_4,2019,2,1
38,W,8,1,3-year,3,conv,conv,oat,O3,4,2,2,0,38_W_8_1,2019,60,4
38,W,8,2,3-year,3,conv,conv,oat,O3,1,0,1,0,38_W_8_2,2019,38,1
39,E,1,2,4-year,3,conv,conv,alfalfa,A4,1,1,0,0,39_E_1_2,2019,18,1
39,E,6,3,4-year,3,conv,conv,alfalfa,A4,17,8,9,0,39_E_6_3,2019,88,17
39,E,6,2,4-year,3,conv,conv,alfalfa,A4,2,2,0,0,39_E_6_2,2019,75,2
39,E,6,1,4-year,3,conv,conv,alfalfa,A4,1,1,0,0,39_E_6_1,2019,3,1
39,E,6,5,4-year,3,conv,conv,alfalfa,A4,2,2,0,0,39_E_6_5,2019,14,2
39,E,7,1,4-year,3,conv,conv,alfalfa,A4,4,2,2,0,39_E_7_1,2019,64,4
39,E,8,1,4-year,3,conv,conv,alfalfa,A4,1,1,0,0,39_E_8_1,2019,7,1
39,W,1,2,4-year,3,low,low,alfalfa,A4,4,2,2,0,39_W_1_2,2019,51,4
39,W,1,5,4-year,3,low,low,alfalfa,A4,1,1,0,0,39_W_1_5,2019,4,1
39,W,2,4,4-year,3,low,low,alfalfa,A4,1,0,1,0,39_W_2_4,2019,3,1
39,W,2,1,4-year,3,low,low,alfalfa,A4,3,2,1,0,39_W_2_1,2019,18,3
39,W,2,5,4-year,3,low,low,alfalfa,A4,1,1,0,0,39_W_2_5,2019,1,1
39,W,3,4,4-year,3,low,low,alfalfa,A4,23,19,4,0,39_W_3_4,2019,110,23
39,W,3,2,4-year,3,low,low,alfalfa,A4,2,0,1,1,39_W_3_2,2019,14,1
39,W,4,2,4-year,3,low,low,alfalfa,A4,1,1,0,0,39_W_4_2,2019,106,1
41,E,1,3,4-year,4,conv,conv,alfalfa,A4,1,1,0,0,41_E_1_3,2019,19,1
41,E,1,2,4-year,4,conv,conv,alfalfa,A4,4,2,2,0,41_E_1_2,2019,57,4
41,E,1,4,4-year,4,conv,conv,alfalfa,A4,1,0,1,0,41_E_1_4,2019,2,1
41,E,2,2,4-year,4,conv,conv,alfalfa,A4,9,7,2,0,41_E_2_2,2019,121,9
41,E,2,4,4-year,4,conv,conv,alfalfa,A4,1,1,0,0,41_E_2_4,2019,2,1
41,E,3,2,4-year,4,conv,conv,alfalfa,A4,2,1,1,0,41_E_3_2,2019,19,2
41,E,3,4,4-year,4,conv,conv,alfalfa,A4,1,0,1,0,41_E_3_4,2019,8,1
41,E,4,2,4-year,4,conv,conv,alfalfa,A4,2,2,0,0,41_E_4_2,2019,36,2
41,E,5,4,4-year,4,conv,conv,alfalfa,A4,2,0,2,0,41_E_5_4,2019,10,2
41,E,6,4,4-year,4,conv,conv,alfalfa,A4,1,1,0,0,41_E_6_4,2019,28,1
41,E,7,5,4-year,4,conv,conv,alfalfa,A4,2,2,0,0,41_E_7_5,2019,6,2
41,E,8,4,4-year,4,conv,conv,alfalfa,A4,1,0,1,0,41_E_8_4,2019,9,1
41,E,8,2,4-year,4,conv,conv,alfalfa,A4,1,1,0,0,41_E_8_2,2019,41,1
41,W,2,2,4-year,4,low,low,alfalfa,A4,1,0,1,0,41_W_2_2,2019,39,1
41,W,4,2,4-year,4,low,low,alfalfa,A4,6,6,0,0,41_W_4_2,2019,15,6
41,W,5,3,4-year,4,low,low,alfalfa,A4,12,10,2,0,41_W_5_3,2019,40,12
41,W,5,4,4-year,4,low,low,alfalfa,A4,1,1,0,0,41_W_5_4,2019,8,1
41,W,5,2,4-year,4,low,low,alfalfa,A4,1,1,0,0,41_W_5_2,2019,9,1
41,W,6,3,4-year,4,low,low,alfalfa,A4,8,6,2,0,41_W_6_3,2019,36,8
41,W,6,5,4-year,4,low,low,alfalfa,A4,1,1,0,0,41_W_6_5,2019,3,1
41,W,8,5,4-year,4,low,low,alfalfa,A4,1,1,0,0,41_W_8_5,2019,2,1
42,E,1,2,3-year,4,low,low,corn,C3,1,0,0,1,42_E_1_2,2019,4,0
42,E,2,2,3-year,4,low,low,corn,C3,1,0,0,1,42_E_2_2,2019,2,0
42,E,3,2,3-year,4,low,low,corn,C3,4,0,0,4,42_E_3_2,2019,11,0
42,E,3,3,3-year,4,low,low,corn,C3,5,0,0,5,42_E_3_3,2019,13,0
42,E,4,2,3-year,4,low,low,corn,C3,1,0,0,1,42_E_4_2,2019,12,0
42,E,5,2,3-year,4,low,low,corn,C3,1,0,0,1,42_E_5_2,2019,11,0
42,E,5,3,3-year,4,low,low,corn,C3,1,0,0,1,42_E_5_3,2019,5,0
42,E,6,2,3-year,4,low,low,corn,C3,5,0,0,5,42_E_6_2,2019,13,0
42,E,7,2,3-year,4,low,low,corn,C3,4,0,1,3,42_E_7_2,2019,24,1
42,E,7,3,3-year,4,low,low,corn,C3,4,0,2,2,42_E_7_3,2019,4,2
42,E,8,2,3-year,4,low,low,corn,C3,5,0,1,4,42_E_8_2,2019,17,1
42,W,1,2,3-year,4,conv,conv,corn,C3,3,0,1,2,42_W_1_2,2019,11,1
42,W,1,3,3-year,4,conv,conv,corn,C3,2,0,0,2,42_W_1_3,2019,2,0
42,W,2,6,3-year,4,conv,conv,corn,C3,1,0,0,1,42_W_2_6,2019,1,0
42,W,2,2,3-year,4,conv,conv,corn,C3,2,1,0,1,42_W_2_2,2019,8,1
42,W,2,1,3-year,4,conv,conv,corn,C3,3,0,2,1,42_W_2_1,2019,5,2
42,W,2,3,3-year,4,conv,conv,corn,C3,3,2,1,0,42_W_2_3,2019,4,3
42,W,3,4,3-year,4,conv,conv,corn,C3,1,0,0,1,42_W_3_4,2019,2,0
42,W,3,2,3-year,4,conv,conv,corn,C3,8,0,0,8,42_W_3_2,2019,36,0
42,W,3,1,3-year,4,conv,conv,corn,C3,3,2,1,0,42_W_3_1,2019,9,3
42,W,3,3,3-year,4,conv,conv,corn,C3,2,0,0,2,42_W_3_3,2019,8,0
42,W,4,2,3-year,4,conv,conv,corn,C3,1,1,0,0,42_W_4_2,2019,16,1
42,W,4,1,3-year,4,conv,conv,corn,C3,1,1,0,0,42_W_4_1,2019,16,1
42,W,4,3,3-year,4,conv,conv,corn,C3,2,0,0,2,42_W_4_3,2019,6,0
42,W,5,2,3-year,4,conv,conv,corn,C3,6,0,0,6,42_W_5_2,2019,23,0
42,W,5,1,3-year,4,conv,conv,corn,C3,1,0,1,0,42_W_5_1,2019,16,1
42,W,5,3,3-year,4,conv,conv,corn,C3,3,2,1,0,42_W_5_3,2019,5,3
42,W,6,4,3-year,4,conv,conv,corn,C3,1,0,0,1,42_W_6_4,2019,1,0
42,W,7,3,3-year,4,conv,conv,corn,C3,1,0,1,0,42_W_7_3,2019,4,1
42,W,7,2,3-year,4,conv,conv,corn,C3,11,0,2,9,42_W_7_2,2019,19,2
42,W,7,1,3-year,4,conv,conv,corn,C3,3,1,2,0,42_W_7_1,2019,22,3
42,W,8,2,3-year,4,conv,conv,corn,C3,4,0,0,4,42_W_8_2,2019,8,0
43,W,4,3,4-year,4,conv,conv,corn,C4,1,0,0,1,43_W_4_3,2019,2,0
45,E,1,3,2-year,4,conv,conv,corn,C2,1,1,0,0,45_E_1_3,2019,1,1
45,E,1,2,2-year,4,conv,conv,corn,C2,1,0,0,1,45_E_1_2,2019,8,0
45,E,2,4,2-year,4,conv,conv,corn,C2,1,0,0,1,45_E_2_4,2019,1,0
45,E,4,2,2-year,4,conv,conv,corn,C2,6,4,2,0,45_E_4_2,2019,13,6
45,E,5,3,2-year,4,conv,conv,corn,C2,1,0,0,1,45_E_5_3,2019,5,0
45,E,5,1,2-year,4,conv,conv,corn,C2,5,2,3,0,45_E_5_1,2019,5,5
45,E,5,2,2-year,4,conv,conv,corn,C2,24,12,12,0,45_E_5_2,2019,233,24
45,E,6,6,2-year,4,conv,conv,corn,C2,2,0,0,2,45_E_6_6,2019,3,0
45,E,6,1,2-year,4,conv,conv,corn,C2,1,1,0,0,45_E_6_1,2019,4,1
45,E,7,3,2-year,4,conv,conv,corn,C2,3,0,0,3,45_E_7_3,2019,20,0
45,E,7,4,2-year,4,conv,conv,corn,C2,7,0,0,7,45_E_7_4,2019,12,0
45,E,7,1,2-year,4,conv,conv,corn,C2,1,0,1,0,45_E_7_1,2019,4,1
45,E,8,3,2-year,4,conv,conv,corn,C2,1,0,0,1,45_E_8_3,2019,6,0
45,E,8,4,2-year,4,conv,conv,corn,C2,1,0,1,0,45_E_8_4,2019,2,1
45,E,8,1,2-year,4,conv,conv,corn,C2,2,2,0,0,45_E_8_1,2019,5,2
45,E,8,2,2-year,4,conv,conv,corn,C2,6,0,4,2,45_E_8_2,2019,26,4
45,W,1,3,2-year,4,low,low,corn,C2,1,0,0,1,45_W_1_3,2019,1,0
45,W,1,4,2-year,4,low,low,corn,C2,1,0,0,1,45_W_1_4,2019,4,0
45,W,1,2,2-year,4,low,low,corn,C2,2,0,2,0,45_W_1_2,2019,12,2
45,W,1,5,2-year,4,low,low,corn,C2,1,0,0,1,45_W_1_5,2019,1,0
45,W,2,3,2-year,4,low,low,corn,C2,3,0,1,2,45_W_2_3,2019,9,1
45,W,3,3,2-year,4,low,low,corn,C2,8,0,4,4,45_W_3_3,2019,17,4
45,W,3,5,2-year,4,low,low,corn,C2,1,0,0,1,45_W_3_5,2019,2,0
45,W,4,3,2-year,4,low,low,corn,C2,5,0,0,5,45_W_4_3,2019,18,0
45,W,5,4,2-year,4,low,low,corn,C2,3,0,0,3,45_W_5_4,2019,4,0
45,W,5,3,2-year,4,low,low,corn,C2,10,0,0,10,45_W_5_3,2019,11,0
45,W,6,2,2-year,4,low,low,corn,C2,3,1,2,0,45_W_6_2,2019,15,3
45,W,6,4,2-year,4,low,low,corn,C2,2,0,0,2,45_W_6_4,2019,2,0
45,W,6,3,2-year,4,low,low,corn,C2,3,0,0,3,45_W_6_3,2019,13,0
45,W,7,3,2-year,4,low,low,corn,C2,7,0,1,6,45_W_7_3,2019,18,1
45,W,7,5,2-year,4,low,low,corn,C2,1,0,0,1,45_W_7_5,2019,2,0
45,W,8,2,2-year,4,low,low,corn,C2,5,0,3,2,45_W_8_2,2019,11,3
45,W,8,4,2-year,4,low,low,corn,C2,3,0,0,3,45_W_8_4,2019,3,0
45,W,8,3,2-year,4,low,low,corn,C2,3,0,1,2,45_W_8_3,2019,11,1
48,E,1,2,3-year,4,conv,conv,oat,O3,1,1,0,0,48_E_1_2,2019,28,1
48,E,2,1,3-year,4,conv,conv,oat,O3,1,1,0,0,48_E_2_1,2019,146,1
48,E,3,4,3-year,4,conv,conv,oat,O3,5,3,2,0,48_E_3_4,2019,5,5
48,E,3,1,3-year,4,conv,conv,oat,O3,1,0,1,0,48_E_3_1,2019,164,1
48,E,3,2,3-year,4,conv,conv,oat,O3,1,0,1,0,48_E_3_2,2019,30,1
48,W,1,1,3-year,4,low,low,oat,O3,3,2,1,0,48_W_1_1,2019,50,3
48,W,2,1,3-year,4,low,low,oat,O3,5,4,1,0,48_W_2_1,2019,76,5
48,W,2,2,3-year,4,low,low,oat,O3,3,3,0,0,48_W_2_2,2019,14,3
48,W,2,3,3-year,4,low,low,oat,O3,1,0,1,0,48_W_2_3,2019,15,1
48,W,4,2,3-year,4,low,low,oat,O3,5,4,1,0,48_W_4_2,2019,36,5
48,W,6,1,3-year,4,low,low,oat,O3,1,1,0,0,48_W_6_1,2019,113,1
48,W,6,3,3-year,4,low,low,oat,O3,1,1,0,0,48_W_6_3,2019,32,1
48,W,7,1,3-year,4,low,low,oat,O3,1,0,1,0,48_W_7_1,2019,152,1
49,E,1,3,4-year,4,conv,conv,oat,O4,3,3,0,0,49_E_1_3,2019,15,3
